views	n_tweets	n_tweeted	n_viewers
272	701.0	943191.0	24312.0
273	671.0	943862.0	24613.0
274	693.0	944555.0	24323.0
275	703.0	945258.0	23745.0
276	696.0	945954.0	24020.0
277	718.0	946672.0	23293.0
278	683.0	947355.0	23931.0
279	702.0	948057.0	23104.0
280	684.0	948741.0	22962.0
281	707.0	949448.0	37293.0
282	680.0	950128.0	23772.0
283	684.0	950812.0	26457.0
284	662.0	951474.0	23645.0
285	674.0	952148.0	24373.0
286	647.0	952795.0	22548.0
287	655.0	953450.0	23148.0
288	636.0	954086.0	24989.0
289	688.0	954774.0	22545.0
290	655.0	955429.0	23513.0
291	574.0	956003.0	23086.0
292	659.0	956662.0	22608.0
293	631.0	957293.0	22446.0
294	626.0	957919.0	28256.0
295	630.0	958549.0	23858.0
296	622.0	959171.0	21790.0
297	640.0	959811.0	21631.0
298	618.0	960429.0	21152.0
299	648.0	961077.0	21489.0
300	640.0	961717.0	20793.0
301	630.0	962347.0	20669.0
302	625.0	962972.0	20774.0
303	603.0	963575.0	20707.0
304	645.0	964220.0	20223.0
305	604.0	964824.0	19782.0
306	693.0	965517.0	19641.0
307	612.0	966129.0	19354.0
308	585.0	966714.0	19849.0
309	651.0	967365.0	19475.0
310	594.0	967959.0	19211.0
311	610.0	968569.0	20374.0
312	518.0	969087.0	19353.0
313	589.0	969676.0	19466.0
314	575.0	970251.0	18753.0
315	593.0	970844.0	18440.0
316	567.0	971411.0	23122.0
317	564.0	971975.0	17946.0
318	572.0	972547.0	18216.0
319	537.0	973084.0	18709.0
320	605.0	973689.0	18344.0
321	582.0	974271.0	36213.0
322	584.0	974855.0	20474.0
323	613.0	975468.0	18713.0
324	569.0	976037.0	17926.0
325	567.0	976604.0	17543.0
326	533.0	977137.0	17301.0
327	575.0	977712.0	17188.0
328	568.0	978280.0	17090.0
329	515.0	978795.0	17772.0
330	564.0	979359.0	16733.0
331	518.0	979877.0	16804.0
332	582.0	980459.0	16779.0
333	537.0	980996.0	16922.0
334	538.0	981534.0	16248.0
335	522.0	982056.0	16190.0
336	546.0	982602.0	16075.0
337	556.0	983158.0	16026.0
338	522.0	983680.0	15906.0
339	475.0	984155.0	15874.0
340	534.0	984689.0	15746.0
341	518.0	985207.0	15553.0
342	516.0	985723.0	15109.0
343	546.0	986269.0	15129.0
344	517.0	986786.0	14963.0
345	561.0	987347.0	15287.0
346	526.0	987873.0	14934.0
347	541.0	988414.0	14814.0
348	546.0	988960.0	15074.0
349	517.0	989477.0	14673.0
350	486.0	989963.0	15319.0
351	543.0	990506.0	14617.0
352	500.0	991006.0	14625.0
353	512.0	991518.0	14594.0
354	532.0	992050.0	14418.0
355	449.0	992499.0	14456.0
356	469.0	992968.0	14311.0
357	543.0	993511.0	13943.0
358	516.0	994027.0	14163.0
359	510.0	994537.0	14147.0
360	536.0	995073.0	14683.0
361	506.0	995579.0	13801.0
362	488.0	996067.0	13934.0
363	483.0	996550.0	13741.0
364	527.0	997077.0	13678.0
365	506.0	997583.0	13563.0
366	452.0	998035.0	13570.0
367	509.0	998544.0	13211.0
368	478.0	999022.0	12913.0
369	476.0	999498.0	13199.0
370	469.0	999967.0	13327.0
371	530.0	1000497.0	13025.0
372	489.0	1000986.0	13198.0
373	439.0	1001425.0	12955.0
374	485.0	1001910.0	13243.0
375	468.0	1002378.0	12958.0
376	476.0	1002854.0	12852.0
377	505.0	1003359.0	12746.0
378	439.0	1003798.0	12809.0
379	434.0	1004232.0	12701.0
380	480.0	1004712.0	12662.0
381	465.0	1005177.0	12445.0
382	461.0	1005638.0	12354.0
383	442.0	1006080.0	12554.0
384	442.0	1006522.0	12276.0
385	428.0	1006950.0	12508.0
386	445.0	1007395.0	12181.0
387	425.0	1007820.0	12098.0
388	481.0	1008301.0	12104.0
389	439.0	1008740.0	12025.0
390	440.0	1009180.0	11988.0
391	460.0	1009640.0	12021.0
392	462.0	1010102.0	12446.0
393	456.0	1010558.0	12137.0
394	502.0	1011060.0	11920.0
395	438.0	1011498.0	11837.0
396	489.0	1011987.0	20197.0
397	459.0	1012446.0	12487.0
398	424.0	1012870.0	12462.0
399	409.0	1013279.0	11814.0
400	458.0	1013737.0	11771.0
401	445.0	1014182.0	11675.0
402	472.0	1014654.0	11606.0
403	439.0	1015093.0	11257.0
404	435.0	1015528.0	11246.0
405	449.0	1015977.0	11222.0
406	464.0	1016441.0	11125.0
407	452.0	1016893.0	11450.0
408	439.0	1017332.0	10846.0
409	437.0	1017769.0	11046.0
410	448.0	1018217.0	10665.0
411	460.0	1018677.0	10926.0
412	427.0	1019104.0	10570.0
413	403.0	1019507.0	10510.0
414	430.0	1019937.0	10594.0
415	367.0	1020304.0	10667.0
416	429.0	1020733.0	10453.0
417	390.0	1021123.0	10326.0
418	403.0	1021526.0	10541.0
419	429.0	1021955.0	10234.0
420	438.0	1022393.0	10092.0
421	419.0	1022812.0	10411.0
422	416.0	1023228.0	12853.0
423	420.0	1023648.0	12388.0
424	402.0	1024050.0	11947.0
425	397.0	1024447.0	11456.0
426	392.0	1024839.0	10169.0
427	372.0	1025211.0	11045.0
428	408.0	1025619.0	10148.0
429	385.0	1026004.0	10250.0
430	379.0	1026383.0	10288.0
431	386.0	1026769.0	10096.0
432	377.0	1027146.0	9774.0
433	361.0	1027507.0	9720.0
434	419.0	1027926.0	9587.0
435	395.0	1028321.0	10199.0
436	354.0	1028675.0	9745.0
437	361.0	1029036.0	9716.0
438	406.0	1029442.0	9470.0
439	375.0	1029817.0	9353.0
440	335.0	1030152.0	9553.0
441	389.0	1030541.0	9516.0
442	369.0	1030910.0	9324.0
443	428.0	1031338.0	9617.0
444	372.0	1031710.0	9177.0
445	374.0	1032084.0	9488.0
446	376.0	1032460.0	9122.0
447	375.0	1032835.0	8876.0
448	360.0	1033195.0	8920.0
449	359.0	1033554.0	9262.0
450	386.0	1033940.0	9168.0
451	427.0	1034367.0	10187.0
452	383.0	1034750.0	9102.0
453	374.0	1035124.0	9029.0
454	365.0	1035489.0	8763.0
455	396.0	1035885.0	8686.0
456	377.0	1036262.0	8604.0
457	370.0	1036632.0	8664.0
458	377.0	1037009.0	8657.0
459	384.0	1037393.0	8567.0
460	382.0	1037775.0	8846.0
461	378.0	1038153.0	8693.0
462	350.0	1038503.0	8737.0
463	328.0	1038831.0	8327.0
464	354.0	1039185.0	8357.0
465	358.0	1039543.0	8594.0
466	331.0	1039874.0	8196.0
467	340.0	1040214.0	11756.0
468	369.0	1040583.0	8600.0
469	356.0	1040939.0	9825.0
470	356.0	1041295.0	8443.0
471	357.0	1041652.0	8355.0
472	361.0	1042013.0	8259.0
473	343.0	1042356.0	8392.0
474	336.0	1042692.0	8494.0
475	374.0	1043066.0	8136.0
476	343.0	1043409.0	8804.0
477	384.0	1043793.0	8140.0
478	335.0	1044128.0	8521.0
479	374.0	1044502.0	8398.0
480	336.0	1044838.0	8432.0
481	363.0	1045201.0	8062.0
482	344.0	1045545.0	7935.0
483	362.0	1045907.0	7793.0
484	351.0	1046258.0	8393.0
485	326.0	1046584.0	8343.0
486	334.0	1046918.0	8419.0
487	322.0	1047240.0	8127.0
488	340.0	1047580.0	7719.0
489	340.0	1047920.0	8136.0
490	319.0	1048239.0	7694.0
491	329.0	1048568.0	7726.0
492	347.0	1048915.0	7634.0
493	326.0	1049241.0	7737.0
494	340.0	1049581.0	7626.0
495	317.0	1049898.0	7472.0
496	337.0	1050235.0	7232.0
497	334.0	1050569.0	7481.0
498	334.0	1050903.0	7352.0
499	309.0	1051212.0	7487.0
500	344.0	1051556.0	7204.0
501	356.0	1051912.0	7390.0
502	312.0	1052224.0	7330.0
503	352.0	1052576.0	7172.0
504	334.0	1052910.0	7095.0
505	317.0	1053227.0	7276.0
506	370.0	1053597.0	7204.0
507	324.0	1053921.0	7152.0
508	350.0	1054271.0	7032.0
509	325.0	1054596.0	6983.0
510	305.0	1054901.0	6974.0
511	317.0	1055218.0	6923.0
512	307.0	1055525.0	6787.0
513	309.0	1055834.0	6772.0
514	323.0	1056157.0	6700.0
515	308.0	1056465.0	6575.0
516	292.0	1056757.0	6736.0
517	332.0	1057089.0	6772.0
518	282.0	1057371.0	6632.0
519	329.0	1057700.0	6604.0
520	323.0	1058023.0	6716.0
521	332.0	1058355.0	6684.0
522	334.0	1058689.0	6859.0
523	311.0	1059000.0	6740.0
524	313.0	1059313.0	6621.0
525	295.0	1059608.0	6691.0
526	317.0	1059925.0	6426.0
527	309.0	1060234.0	6411.0
528	322.0	1060556.0	6471.0
529	296.0	1060852.0	6260.0
530	325.0	1061177.0	6383.0
531	303.0	1061480.0	6350.0
532	297.0	1061777.0	6331.0
533	303.0	1062080.0	6376.0
534	299.0	1062379.0	6265.0
535	305.0	1062684.0	6368.0
536	325.0	1063009.0	6206.0
537	308.0	1063317.0	6245.0
538	307.0	1063624.0	6127.0
539	274.0	1063898.0	6070.0
540	313.0	1064211.0	6249.0
541	270.0	1064481.0	6240.0
542	293.0	1064774.0	5971.0
543	275.0	1065049.0	6076.0
544	271.0	1065320.0	5974.0
545	295.0	1065615.0	5995.0
546	259.0	1065874.0	5950.0
547	304.0	1066178.0	5945.0
548	253.0	1066431.0	5884.0
549	273.0	1066704.0	5897.0
550	293.0	1066997.0	5749.0
551	320.0	1067317.0	5786.0
552	304.0	1067621.0	5875.0
553	306.0	1067927.0	5760.0
554	296.0	1068223.0	5772.0
555	301.0	1068524.0	5721.0
556	325.0	1068849.0	5614.0
557	302.0	1069151.0	5652.0
558	257.0	1069408.0	5664.0
559	294.0	1069702.0	5646.0
560	283.0	1069985.0	5569.0
561	276.0	1070261.0	5409.0
562	309.0	1070570.0	5571.0
563	265.0	1070835.0	5455.0
564	273.0	1071108.0	5486.0
565	291.0	1071399.0	5435.0
566	263.0	1071662.0	5428.0
567	280.0	1071942.0	5542.0
568	317.0	1072259.0	5515.0
569	310.0	1072569.0	5408.0
570	282.0	1072851.0	5420.0
571	292.0	1073143.0	5506.0
572	271.0	1073414.0	5428.0
573	269.0	1073683.0	5476.0
574	253.0	1073936.0	5426.0
575	263.0	1074199.0	5284.0
576	270.0	1074469.0	5342.0
577	279.0	1074748.0	5280.0
578	273.0	1075021.0	5307.0
579	262.0	1075283.0	5224.0
580	265.0	1075548.0	5250.0
581	269.0	1075817.0	5147.0
582	263.0	1076080.0	5257.0
583	252.0	1076332.0	5104.0
584	279.0	1076611.0	5368.0
585	270.0	1076881.0	5160.0
586	265.0	1077146.0	5160.0
587	244.0	1077390.0	5035.0
588	273.0	1077663.0	5122.0
589	247.0	1077910.0	5064.0
590	261.0	1078171.0	4982.0
591	273.0	1078444.0	4923.0
592	287.0	1078731.0	5067.0
593	274.0	1079005.0	4915.0
594	271.0	1079276.0	5032.0
595	243.0	1079519.0	4895.0
596	277.0	1079796.0	4775.0
597	215.0	1080011.0	4904.0
598	282.0	1080293.0	4745.0
599	264.0	1080557.0	4886.0
600	254.0	1080811.0	4710.0
601	256.0	1081067.0	4801.0
602	261.0	1081328.0	4646.0
603	264.0	1081592.0	4766.0
604	270.0	1081862.0	4693.0
605	253.0	1082115.0	4667.0
606	259.0	1082374.0	4771.0
607	209.0	1082583.0	4625.0
608	270.0	1082853.0	4744.0
609	241.0	1083094.0	4620.0
610	258.0	1083352.0	4726.0
611	243.0	1083595.0	4559.0
612	249.0	1083844.0	4530.0
613	262.0	1084106.0	4826.0
614	244.0	1084350.0	4650.0
615	253.0	1084603.0	4581.0
616	253.0	1084856.0	4550.0
617	241.0	1085097.0	4513.0
618	222.0	1085319.0	4566.0
619	269.0	1085588.0	4570.0
620	257.0	1085845.0	4455.0
