views	n_tweets	n_tweeted	n_viewers
270	181.0	250693.0	26760.0
271	172.0	250865.0	25487.0
272	141.0	251006.0	24312.0
273	175.0	251181.0	24613.0
274	175.0	251356.0	24323.0
275	163.0	251519.0	23745.0
276	176.0	251695.0	24020.0
277	179.0	251874.0	23293.0
278	199.0	252073.0	23931.0
279	178.0	252251.0	23104.0
280	178.0	252429.0	22962.0
281	167.0	252596.0	37293.0
282	150.0	252746.0	23772.0
283	166.0	252912.0	26457.0
284	190.0	253102.0	23645.0
285	172.0	253274.0	24373.0
286	166.0	253440.0	22548.0
287	166.0	253606.0	23148.0
288	164.0	253770.0	24989.0
289	185.0	253955.0	22545.0
290	164.0	254119.0	23513.0
291	151.0	254270.0	23086.0
292	167.0	254437.0	22608.0
293	160.0	254597.0	22446.0
294	148.0	254745.0	28256.0
295	150.0	254895.0	23858.0
296	182.0	255077.0	21790.0
297	178.0	255255.0	21631.0
298	147.0	255402.0	21152.0
299	166.0	255568.0	21489.0
300	143.0	255711.0	20793.0
301	166.0	255877.0	20669.0
302	132.0	256009.0	20774.0
303	132.0	256141.0	20707.0
304	163.0	256304.0	20223.0
305	172.0	256476.0	19782.0
306	161.0	256637.0	19641.0
307	164.0	256801.0	19354.0
308	154.0	256955.0	19849.0
309	170.0	257125.0	19475.0
310	164.0	257289.0	19211.0
311	153.0	257442.0	20374.0
312	131.0	257573.0	19353.0
313	139.0	257712.0	19466.0
314	153.0	257865.0	18753.0
315	155.0	258020.0	18440.0
316	140.0	258160.0	23122.0
317	143.0	258303.0	17946.0
318	143.0	258446.0	18216.0
319	129.0	258575.0	18709.0
320	151.0	258726.0	18344.0
321	159.0	258885.0	36213.0
322	147.0	259032.0	20474.0
323	135.0	259167.0	18713.0
324	145.0	259312.0	17926.0
325	123.0	259435.0	17543.0
326	136.0	259571.0	17301.0
327	123.0	259694.0	17188.0
328	164.0	259858.0	17090.0
329	125.0	259983.0	17772.0
330	135.0	260118.0	16733.0
331	129.0	260247.0	16804.0
332	154.0	260401.0	16779.0
333	132.0	260533.0	16922.0
334	121.0	260654.0	16248.0
335	145.0	260799.0	16190.0
336	131.0	260930.0	16075.0
337	136.0	261066.0	16026.0
338	117.0	261183.0	15906.0
339	124.0	261307.0	15874.0
340	126.0	261433.0	15746.0
341	118.0	261551.0	15553.0
342	134.0	261685.0	15109.0
343	146.0	261831.0	15129.0
344	113.0	261944.0	14963.0
345	138.0	262082.0	15287.0
346	126.0	262208.0	14934.0
347	144.0	262352.0	14814.0
348	122.0	262474.0	15074.0
349	125.0	262599.0	14673.0
350	139.0	262738.0	15319.0
351	138.0	262876.0	14617.0
352	137.0	263013.0	14625.0
353	121.0	263134.0	14594.0
354	127.0	263261.0	14418.0
355	145.0	263406.0	14456.0
356	126.0	263532.0	14311.0
357	132.0	263664.0	13943.0
358	130.0	263794.0	14163.0
359	137.0	263931.0	14147.0
360	132.0	264063.0	14683.0
361	136.0	264199.0	13801.0
362	121.0	264320.0	13934.0
363	124.0	264444.0	13741.0
364	143.0	264587.0	13678.0
365	118.0	264705.0	13563.0
366	107.0	264812.0	13570.0
367	116.0	264928.0	13211.0
368	134.0	265062.0	12913.0
369	137.0	265199.0	13199.0
370	117.0	265316.0	13327.0
371	129.0	265445.0	13025.0
372	119.0	265564.0	13198.0
373	107.0	265671.0	12955.0
374	112.0	265783.0	13243.0
375	114.0	265897.0	12958.0
376	117.0	266014.0	12852.0
377	121.0	266135.0	12746.0
378	127.0	266262.0	12809.0
379	117.0	266379.0	12701.0
380	124.0	266503.0	12662.0
381	116.0	266619.0	12445.0
382	144.0	266763.0	12354.0
383	115.0	266878.0	12554.0
384	116.0	266994.0	12276.0
385	131.0	267125.0	12508.0
386	109.0	267234.0	12181.0
387	128.0	267362.0	12098.0
388	148.0	267510.0	12104.0
389	104.0	267614.0	12025.0
390	104.0	267718.0	11988.0
391	101.0	267819.0	12021.0
392	111.0	267930.0	12446.0
393	98.0	268028.0	12137.0
394	118.0	268146.0	11920.0
395	109.0	268255.0	11837.0
396	130.0	268385.0	20197.0
397	117.0	268502.0	12487.0
398	109.0	268611.0	12462.0
399	102.0	268713.0	11814.0
400	110.0	268823.0	11771.0
401	115.0	268938.0	11675.0
402	104.0	269042.0	11606.0
403	109.0	269151.0	11257.0
404	116.0	269267.0	11246.0
405	108.0	269375.0	11222.0
406	122.0	269497.0	11125.0
407	118.0	269615.0	11450.0
408	109.0	269724.0	10846.0
409	134.0	269858.0	11046.0
410	119.0	269977.0	10665.0
411	120.0	270097.0	10926.0
412	105.0	270202.0	10570.0
413	102.0	270304.0	10510.0
414	118.0	270422.0	10594.0
415	90.0	270512.0	10667.0
416	113.0	270625.0	10453.0
417	102.0	270727.0	10326.0
418	113.0	270840.0	10541.0
419	123.0	270963.0	10234.0
420	109.0	271072.0	10092.0
421	101.0	271173.0	10411.0
422	92.0	271265.0	12853.0
423	102.0	271367.0	12388.0
424	101.0	271468.0	11947.0
425	95.0	271563.0	11456.0
426	109.0	271672.0	10169.0
427	103.0	271775.0	11045.0
428	108.0	271883.0	10148.0
429	86.0	271969.0	10250.0
430	100.0	272069.0	10288.0
431	100.0	272169.0	10096.0
432	109.0	272278.0	9774.0
433	81.0	272359.0	9720.0
434	89.0	272448.0	9587.0
435	97.0	272545.0	10199.0
436	87.0	272632.0	9745.0
437	105.0	272737.0	9716.0
438	107.0	272844.0	9470.0
439	97.0	272941.0	9353.0
440	97.0	273038.0	9553.0
441	98.0	273136.0	9516.0
442	97.0	273233.0	9324.0
443	116.0	273349.0	9617.0
444	97.0	273446.0	9177.0
445	84.0	273530.0	9488.0
446	86.0	273616.0	9122.0
447	82.0	273698.0	8876.0
448	97.0	273795.0	8920.0
449	106.0	273901.0	9262.0
450	100.0	274001.0	9168.0
451	120.0	274121.0	10187.0
452	104.0	274225.0	9102.0
453	88.0	274313.0	9029.0
454	100.0	274413.0	8763.0
455	104.0	274517.0	8686.0
456	104.0	274621.0	8604.0
457	78.0	274699.0	8664.0
458	80.0	274779.0	8657.0
459	96.0	274875.0	8567.0
460	124.0	274999.0	8846.0
461	117.0	275116.0	8693.0
462	108.0	275224.0	8737.0
463	104.0	275328.0	8327.0
464	94.0	275422.0	8357.0
465	105.0	275527.0	8594.0
466	84.0	275611.0	8196.0
467	85.0	275696.0	11756.0
468	87.0	275783.0	8600.0
469	75.0	275858.0	9825.0
470	90.0	275948.0	8443.0
471	85.0	276033.0	8355.0
472	102.0	276135.0	8259.0
473	100.0	276235.0	8392.0
474	83.0	276318.0	8494.0
475	103.0	276421.0	8136.0
476	99.0	276520.0	8804.0
477	93.0	276613.0	8140.0
478	92.0	276705.0	8521.0
479	91.0	276796.0	8398.0
480	89.0	276885.0	8432.0
481	92.0	276977.0	8062.0
482	86.0	277063.0	7935.0
483	90.0	277153.0	7793.0
484	85.0	277238.0	8393.0
485	84.0	277322.0	8343.0
486	82.0	277404.0	8419.0
487	93.0	277497.0	8127.0
488	88.0	277585.0	7719.0
489	91.0	277676.0	8136.0
490	103.0	277779.0	7694.0
491	88.0	277867.0	7726.0
492	86.0	277953.0	7634.0
493	86.0	278039.0	7737.0
494	82.0	278121.0	7626.0
495	87.0	278208.0	7472.0
496	81.0	278289.0	7232.0
497	76.0	278365.0	7481.0
498	84.0	278449.0	7352.0
499	85.0	278534.0	7487.0
500	102.0	278636.0	7204.0
501	83.0	278719.0	7390.0
502	83.0	278802.0	7330.0
503	93.0	278895.0	7172.0
504	84.0	278979.0	7095.0
505	88.0	279067.0	7276.0
506	107.0	279174.0	7204.0
507	87.0	279261.0	7152.0
508	85.0	279346.0	7032.0
509	93.0	279439.0	6983.0
510	69.0	279508.0	6974.0
511	69.0	279577.0	6923.0
512	99.0	279676.0	6787.0
513	72.0	279748.0	6772.0
514	93.0	279841.0	6700.0
515	70.0	279911.0	6575.0
516	70.0	279981.0	6736.0
517	94.0	280075.0	6772.0
518	73.0	280148.0	6632.0
519	76.0	280224.0	6604.0
520	75.0	280299.0	6716.0
521	85.0	280384.0	6684.0
522	93.0	280477.0	6859.0
523	72.0	280549.0	6740.0
524	80.0	280629.0	6621.0
525	75.0	280704.0	6691.0
526	76.0	280780.0	6426.0
527	75.0	280855.0	6411.0
528	85.0	280940.0	6471.0
529	72.0	281012.0	6260.0
530	83.0	281095.0	6383.0
531	83.0	281178.0	6350.0
532	66.0	281244.0	6331.0
533	75.0	281319.0	6376.0
534	63.0	281382.0	6265.0
535	92.0	281474.0	6368.0
536	89.0	281563.0	6206.0
537	90.0	281653.0	6245.0
538	63.0	281716.0	6127.0
539	62.0	281778.0	6070.0
540	84.0	281862.0	6249.0
541	68.0	281930.0	6240.0
542	77.0	282007.0	5971.0
543	79.0	282086.0	6076.0
544	60.0	282146.0	5974.0
545	78.0	282224.0	5995.0
546	78.0	282302.0	5950.0
547	96.0	282398.0	5945.0
548	52.0	282450.0	5884.0
549	77.0	282527.0	5897.0
550	93.0	282620.0	5749.0
551	82.0	282702.0	5786.0
552	76.0	282778.0	5875.0
553	85.0	282863.0	5760.0
554	74.0	282937.0	5772.0
555	76.0	283013.0	5721.0
556	91.0	283104.0	5614.0
557	76.0	283180.0	5652.0
558	89.0	283269.0	5664.0
559	74.0	283343.0	5646.0
560	64.0	283407.0	5569.0
561	73.0	283480.0	5409.0
562	90.0	283570.0	5571.0
563	70.0	283640.0	5455.0
564	65.0	283705.0	5486.0
565	78.0	283783.0	5435.0
566	70.0	283853.0	5428.0
567	78.0	283931.0	5542.0
568	70.0	284001.0	5515.0
569	76.0	284077.0	5408.0
570	63.0	284140.0	5420.0
571	74.0	284214.0	5506.0
572	77.0	284291.0	5428.0
573	58.0	284349.0	5476.0
574	83.0	284432.0	5426.0
575	98.0	284530.0	5284.0
576	64.0	284594.0	5342.0
577	75.0	284669.0	5280.0
578	69.0	284738.0	5307.0
579	66.0	284804.0	5224.0
580	52.0	284856.0	5250.0
581	66.0	284922.0	5147.0
582	72.0	284994.0	5257.0
583	65.0	285059.0	5104.0
584	90.0	285149.0	5368.0
585	65.0	285214.0	5160.0
586	68.0	285282.0	5160.0
587	66.0	285348.0	5035.0
588	63.0	285411.0	5122.0
589	74.0	285485.0	5064.0
590	68.0	285553.0	4982.0
591	77.0	285630.0	4923.0
592	67.0	285697.0	5067.0
593	79.0	285776.0	4915.0
594	77.0	285853.0	5032.0
595	60.0	285913.0	4895.0
596	74.0	285987.0	4775.0
597	47.0	286034.0	4904.0
598	59.0	286093.0	4745.0
599	72.0	286165.0	4886.0
600	64.0	286229.0	4710.0
601	81.0	286310.0	4801.0
602	57.0	286367.0	4646.0
603	69.0	286436.0	4766.0
604	84.0	286520.0	4693.0
605	58.0	286578.0	4667.0
606	72.0	286650.0	4771.0
607	53.0	286703.0	4625.0
608	65.0	286768.0	4744.0
609	60.0	286828.0	4620.0
610	65.0	286893.0	4726.0
611	62.0	286955.0	4559.0
612	71.0	287026.0	4530.0
613	57.0	287083.0	4826.0
614	65.0	287148.0	4650.0
615	73.0	287221.0	4581.0
616	60.0	287281.0	4550.0
617	55.0	287336.0	4513.0
618	72.0	287408.0	4566.0
619	71.0	287479.0	4570.0
620	63.0	287542.0	4455.0
621	70.0	287612.0	4382.0
622	59.0	287671.0	4389.0
623	76.0	287747.0	4355.0
624	68.0	287815.0	4481.0
625	72.0	287887.0	4421.0
626	47.0	287934.0	4388.0
627	58.0	287992.0	4286.0
628	52.0	288044.0	4295.0
629	59.0	288103.0	4284.0
630	72.0	288175.0	4218.0
631	56.0	288231.0	4270.0
632	59.0	288290.0	4171.0
633	69.0	288359.0	4353.0
634	58.0	288417.0	4317.0
635	65.0	288482.0	4303.0
636	71.0	288553.0	4236.0
637	78.0	288631.0	4183.0
638	73.0	288704.0	4159.0
639	62.0	288766.0	4244.0
640	56.0	288822.0	4301.0
641	51.0	288873.0	4262.0
642	60.0	288933.0	4250.0
643	57.0	288990.0	4047.0
644	52.0	289042.0	4156.0
645	70.0	289112.0	4050.0
646	53.0	289165.0	4105.0
647	61.0	289226.0	4116.0
648	72.0	289298.0	3892.0
649	61.0	289359.0	4031.0
650	71.0	289430.0	3999.0
651	69.0	289499.0	3969.0
652	60.0	289559.0	4035.0
653	81.0	289640.0	3904.0
654	54.0	289694.0	4046.0
655	77.0	289771.0	3821.0
656	55.0	289826.0	4000.0
657	51.0	289877.0	3999.0
658	49.0	289926.0	3961.0
659	68.0	289994.0	3903.0
660	57.0	290051.0	3918.0
661	60.0	290111.0	3861.0
662	55.0	290166.0	3901.0
663	50.0	290216.0	3806.0
664	54.0	290270.0	3820.0
665	60.0	290330.0	3742.0
666	66.0	290396.0	3847.0
667	48.0	290444.0	3855.0
668	51.0	290495.0	3764.0
669	53.0	290548.0	3749.0
670	59.0	290607.0	3710.0
671	63.0	290670.0	3768.0
