views	n_tweets	n_tweeted
1676	4	1045638
1677	5	1045643
1678	5	1045648
1679	5	1045653
1680	6	1045659
1681	6	1045665
1683	3	1045668
1684	5	1045673
1685	7	1045680
1687	7	1045687
1688	7	1045694
1689	5	1045699
1690	4	1045703
1691	5	1045708
1692	5	1045713
1693	7	1045720
1694	4	1045724
1695	5	1045729
1696	7	1045736
1697	6	1045742
1698	6	1045748
1699	7	1045755
1700	4	1045759
1701	7	1045766
1702	4	1045770
1703	4	1045774
1704	4	1045778
1705	6	1045784
1706	5	1045789
1707	5	1045794
1708	5	1045799
1709	7	1045806
1710	4	1045810
1711	2	1045812
1712	2	1045814
1713	1	1045815
1714	5	1045820
1715	8	1045828
1716	6	1045834
1717	9	1045843
1718	3	1045846
1719	1	1045847
1720	9	1045856
1721	3	1045859
1722	6	1045865
1723	3	1045868
1724	5	1045873
1725	7	1045880
1726	2	1045882
1727	5	1045887
1728	6	1045893
1729	3	1045896
1730	5	1045901
1731	5	1045906
1732	8	1045914
1733	8	1045922
1734	6	1045928
1735	5	1045933
1736	5	1045938
1737	3	1045941
1738	4	1045945
1739	2	1045947
1740	4	1045951
1741	6	1045957
1742	7	1045964
1743	4	1045968
1744	2	1045970
1745	2	1045972
1746	4	1045976
1747	7	1045983
1748	5	1045988
1749	4	1045992
1750	5	1045997
1751	3	1046000
1752	3	1046003
1753	7	1046010
1754	4	1046014
1755	6	1046020
1756	6	1046026
1757	1	1046027
1758	6	1046033
1759	2	1046035
1760	4	1046039
1761	5	1046044
1762	4	1046048
1763	1	1046049
1764	3	1046052
1765	5	1046057
1766	10	1046067
1767	6	1046073
1768	7	1046080
1769	4	1046084
1770	4	1046088
1771	2	1046090
1772	3	1046093
1773	3	1046096
1774	3	1046099
1775	3	1046102
1776	2	1046104
1777	3	1046107
1778	1	1046108
1779	1	1046109
1780	5	1046114
1781	5	1046119
1782	4	1046123
1783	8	1046131
1784	4	1046135
1785	9	1046144
1786	3	1046147
1787	4	1046151
1788	4	1046155
1789	6	1046161
1790	4	1046165
1791	5	1046170
1792	4	1046174
1793	5	1046179
1794	4	1046183
1795	5	1046188
1796	8	1046196
1797	3	1046199
1798	8	1046207
1799	2	1046209
1800	1	1046210
1801	5	1046215
1802	3	1046218
1803	3	1046221
1804	3	1046224
1805	3	1046227
1806	3	1046230
1807	5	1046235
1808	3	1046238
1809	8	1046246
1810	4	1046250
1811	4	1046254
1812	7	1046261
1813	3	1046264
1814	5	1046269
1815	2	1046271
1816	4	1046275
1817	6	1046281
1818	5	1046286
1819	5	1046291
1820	2	1046293
1821	8	1046301
1822	3	1046304
1823	3	1046307
1824	7	1046314
1825	6	1046320
1826	7	1046327
1827	2	1046329
1828	1	1046330
1829	5	1046335
1830	3	1046338
1831	6	1046344
1832	3	1046347
1833	5	1046352
1834	5	1046357
1835	7	1046364
1836	4	1046368
1837	6	1046374
1838	3	1046377
1839	7	1046384
1840	7	1046391
1841	3	1046394
1842	5	1046399
1843	2	1046401
1844	4	1046405
1845	11	1046416
1846	6	1046422
1847	5	1046427
1848	3	1046430
1849	5	1046435
1850	5	1046440
1851	9	1046449
1852	5	1046454
1853	3	1046457
1854	4	1046461
1855	3	1046464
1856	7	1046471
1857	4	1046475
1858	1	1046476
1859	8	1046484
1860	3	1046487
1861	3	1046490
1862	2	1046492
1863	4	1046496
1864	6	1046502
1865	3	1046505
1866	6	1046511
1867	3	1046514
1868	4	1046518
1869	5	1046523
1870	5	1046528
1871	2	1046530
1872	2	1046532
1873	3	1046535
1874	2	1046537
1875	3	1046540
1876	3	1046543
1877	5	1046548
1878	3	1046551
1879	3	1046554
1880	5	1046559
1881	2	1046561
1882	5	1046566
1883	7	1046573
1884	4	1046577
1885	5	1046582
1886	2	1046584
1887	3	1046587
1888	8	1046595
1889	2	1046597
1890	9	1046606
1891	4	1046610
1892	6	1046616
1893	5	1046621
1894	5	1046626
1895	1	1046627
1896	6	1046633
1897	1	1046634
1898	3	1046637
1899	3	1046640
1900	2	1046642
1901	4	1046646
1902	5	1046651
1903	6	1046657
1904	4	1046661
1905	6	1046667
1907	3	1046670
1908	4	1046674
1909	4	1046678
1910	5	1046683
1911	5	1046688
1912	2	1046690
1913	2	1046692
1914	3	1046695
1915	7	1046702
1916	5	1046707
1917	7	1046714
1918	3	1046717
1919	3	1046720
1920	5	1046725
1921	1	1046726
1922	2	1046728
1923	3	1046731
1924	4	1046735
1925	3	1046738
1926	3	1046741
1927	2	1046743
1928	2	1046745
1929	4	1046749
1930	4	1046753
1931	4	1046757
1932	3	1046760
1933	5	1046765
1934	3	1046768
1935	7	1046775
1936	3	1046778
1937	3	1046781
1938	1	1046782
1939	3	1046785
1940	1	1046786
1941	5	1046791
1942	3	1046794
1943	8	1046802
1944	1	1046803
1945	2	1046805
1946	3	1046808
1947	3	1046811
1948	2	1046813
1949	5	1046818
1950	2	1046820
1951	2	1046822
1952	4	1046826
1953	3	1046829
1954	2	1046831
1955	4	1046835
1956	5	1046840
1957	4	1046844
1958	4	1046848
1959	7	1046855
1960	1	1046856
1961	4	1046860
1962	6	1046866
1963	2	1046868
1964	3	1046871
1965	7	1046878
1966	2	1046880
1967	5	1046885
1968	3	1046888
1969	2	1046890
1970	7	1046897
1971	4	1046901
1972	6	1046907
1973	5	1046912
1974	2	1046914
1975	3	1046917
1976	3	1046920
1977	2	1046922
1978	6	1046928
1979	4	1046932
1980	7	1046939
1981	5	1046944
1982	3	1046947
1983	7	1046954
1984	2	1046956
1985	7	1046963
1987	4	1046967
1988	6	1046973
1989	6	1046979
1990	2	1046981
1991	3	1046984
1992	1	1046985
1993	3	1046988
1994	1	1046989
1995	2	1046991
1996	4	1046995
1997	5	1047000
1998	4	1047004
1999	2	1047006
2000	3	1047009
2001	2	1047011
2002	1	1047012
2003	3	1047015
2004	2	1047017
2005	3	1047020
2006	3	1047023
2007	3	1047026
2008	7	1047033
2009	5	1047038
2010	3	1047041
2011	5	1047046
2012	4	1047050
2013	5	1047055
2014	3	1047058
2015	2	1047060
2017	2	1047062
2018	3	1047065
2019	2	1047067
2020	4	1047071
2021	5	1047076
2022	4	1047080
2024	9	1047089
2025	3	1047092
2026	2	1047094
2027	2	1047096
2028	3	1047099
2029	1	1047100
2030	4	1047104
2031	2	1047106
2032	5	1047111
2033	2	1047113
2034	5	1047118
2035	3	1047121
2036	1	1047122
2037	2	1047124
2038	2	1047126
2039	2	1047128
2040	1	1047129
2041	2	1047131
2042	3	1047134
2043	3	1047137
2044	3	1047140
2045	3	1047143
2046	3	1047146
2047	6	1047152
2048	2	1047154
2049	1	1047155
2050	6	1047161
2051	2	1047163
2052	1	1047164
2053	3	1047167
2054	5	1047172
2055	4	1047176
2056	3	1047179
2057	1	1047180
2058	3	1047183
2059	5	1047188
2060	5	1047193
2061	2	1047195
2062	3	1047198
2063	3	1047201
2064	4	1047205
2065	6	1047211
2066	1	1047212
2067	5	1047217
2068	5	1047222
2069	2	1047224
2070	6	1047230
2071	3	1047233
2072	5	1047238
2073	3	1047241
2074	2	1047243
2075	5	1047248
2076	4	1047252
2077	1	1047253
2078	3	1047256
2079	1	1047257
2080	2	1047259
2081	5	1047264
2082	3	1047267
2083	4	1047271
2084	5	1047276
2085	2	1047278
2086	2	1047280
2087	3	1047283
2088	4	1047287
2089	7	1047294
2090	5	1047299
2091	2	1047301
2092	3	1047304
2093	4	1047308
2094	9	1047317
2096	4	1047321
2097	6	1047327
2098	1	1047328
2099	4	1047332
2100	2	1047334
2101	4	1047338
2102	2	1047340
2103	4	1047344
2104	1	1047345
2105	4	1047349
2106	6	1047355
2107	2	1047357
2108	3	1047360
2109	4	1047364
2110	2	1047366
2111	1	1047367
2112	3	1047370
2113	2	1047372
2114	3	1047375
2115	3	1047378
2116	2	1047380
2117	5	1047385
2118	2	1047387
2119	2	1047389
2120	5	1047394
2121	5	1047399
2122	2	1047401
2123	5	1047406
2124	3	1047409
2125	1	1047410
2126	3	1047413
2127	2	1047415
2128	5	1047420
2129	2	1047422
2130	3	1047425
2131	1	1047426
2132	5	1047431
2133	1	1047432
2134	4	1047436
2136	4	1047440
2137	1	1047441
2138	6	1047447
2139	1	1047448
2140	5	1047453
2141	4	1047457
2142	3	1047460
2143	5	1047465
2144	3	1047468
2145	5	1047473
2146	2	1047475
2147	4	1047479
2148	3	1047482
2149	2	1047484
2150	2	1047486
2151	2	1047488
2152	6	1047494
2153	3	1047497
2154	3	1047500
2155	2	1047502
2156	3	1047505
2157	3	1047508
2158	1	1047509
2159	1	1047510
2160	4	1047514
2161	5	1047519
2162	3	1047522
2163	3	1047525
2164	2	1047527
2165	6	1047533
2166	1	1047534
2167	3	1047537
2168	3	1047540
2169	1	1047541
2170	4	1047545
2171	5	1047550
2172	4	1047554
2173	2	1047556
2175	7	1047563
2176	4	1047567
2177	2	1047569
2178	3	1047572
2179	1	1047573
2180	3	1047576
2181	4	1047580
2182	2	1047582
2183	1	1047583
2184	5	1047588
2185	3	1047591
2186	2	1047593
2187	1	1047594
2188	5	1047599
2189	1	1047600
2190	1	1047601
2191	3	1047604
2192	3	1047607
2193	1	1047608
2194	1	1047609
2195	2	1047611
2197	3	1047614
2198	5	1047619
2199	4	1047623
2200	4	1047627
2201	3	1047630
2202	1	1047631
2203	1	1047632
2204	2	1047634
2205	1	1047635
2206	5	1047640
2207	3	1047643
2208	4	1047647
2209	2	1047649
2210	2	1047651
2211	3	1047654
2212	5	1047659
2213	1	1047660
2215	2	1047662
2217	1	1047663
2218	3	1047666
2219	2	1047668
2220	6	1047674
2221	3	1047677
2222	1	1047678
2223	4	1047682
2224	1	1047683
2225	1	1047684
2226	5	1047689
2227	2	1047691
2228	4	1047695
2229	1	1047696
2230	3	1047699
2231	2	1047701
2232	4	1047705
2233	3	1047708
2234	1	1047709
2235	2	1047711
2236	5	1047716
2237	3	1047719
2238	1	1047720
2239	1	1047721
2240	4	1047725
2241	3	1047728
2242	1	1047729
2243	1	1047730
2244	4	1047734
2245	4	1047738
2246	3	1047741
2247	1	1047742
2248	3	1047745
2249	5	1047750
2250	2	1047752
2251	1	1047753
2252	3	1047756
2253	6	1047762
2254	4	1047766
2255	3	1047769
2256	3	1047772
2257	5	1047777
2258	4	1047781
2259	4	1047785
2260	5	1047790
2262	2	1047792
2263	1	1047793
2264	4	1047797
2266	2	1047799
2267	3	1047802
2268	3	1047805
2269	4	1047809
2270	2	1047811
2271	3	1047814
2272	3	1047817
2273	3	1047820
2274	2	1047822
2275	4	1047826
2276	3	1047829
2277	1	1047830
2278	4	1047834
2279	5	1047839
2280	2	1047841
2281	3	1047844
2283	4	1047848
2284	2	1047850
2285	3	1047853
2286	6	1047859
2287	2	1047861
2288	5	1047866
2289	1	1047867
2290	1	1047868
2291	3	1047871
2292	1	1047872
2293	6	1047878
2294	4	1047882
2295	3	1047885
2296	5	1047890
2297	2	1047892
2298	4	1047896
2299	4	1047900
2300	1	1047901
2301	1	1047902
2302	4	1047906
2303	4	1047910
2304	4	1047914
2305	1	1047915
2306	2	1047917
2307	5	1047922
2308	2	1047924
2309	7	1047931
2310	5	1047936
2311	2	1047938
2312	4	1047942
2313	4	1047946
2314	1	1047947
2315	2	1047949
2316	1	1047950
2317	2	1047952
2318	3	1047955
2319	3	1047958
2320	4	1047962
2321	5	1047967
2322	3	1047970
2323	4	1047974
2324	2	1047976
2325	1	1047977
2326	1	1047978
2327	2	1047980
2328	2	1047982
2329	5	1047987
2330	2	1047989
2331	2	1047991
2332	5	1047996
2334	2	1047998
2335	1	1047999
2336	2	1048001
2337	3	1048004
2338	3	1048007
2339	1	1048008
2340	3	1048011
2341	3	1048014
2342	3	1048017
2343	3	1048020
2344	1	1048021
2347	4	1048025
2348	3	1048028
2349	3	1048031
2350	2	1048033
2351	3	1048036
2352	2	1048038
2353	1	1048039
2354	3	1048042
2356	2	1048044
2357	4	1048048
2358	2	1048050
2359	3	1048053
2360	1	1048054
2362	2	1048056
2363	4	1048060
2365	4	1048064
2366	3	1048067
2367	2	1048069
2368	5	1048074
2370	2	1048076
2371	2	1048078
2372	2	1048080
2373	1	1048081
2375	1	1048082
2376	2	1048084
2377	1	1048085
2378	4	1048089
2379	4	1048093
2381	1	1048094
2382	4	1048098
2383	2	1048100
2384	2	1048102
2385	5	1048107
2386	4	1048111
2387	3	1048114
2388	2	1048116
2389	2	1048118
2390	2	1048120
2391	3	1048123
2392	3	1048126
2393	3	1048129
2395	2	1048131
2396	1	1048132
2397	6	1048138
2398	6	1048144
2399	4	1048148
2400	3	1048151
2401	2	1048153
2402	1	1048154
2403	1	1048155
2404	1	1048156
2406	3	1048159
2407	4	1048163
2409	2	1048165
2410	4	1048169
2411	1	1048170
2412	3	1048173
2413	4	1048177
2415	2	1048179
2417	4	1048183
2418	1	1048184
2419	1	1048185
2420	2	1048187
2421	1	1048188
2422	5	1048193
2423	1	1048194
2424	2	1048196
2426	2	1048198
2427	2	1048200
2428	1	1048201
2429	4	1048205
2430	2	1048207
2431	3	1048210
2432	3	1048213
2433	3	1048216
2435	3	1048219
2436	1	1048220
2437	1	1048221
2438	2	1048223
2439	1	1048224
2440	2	1048226
2441	4	1048230
2442	1	1048231
2443	1	1048232
2444	3	1048235
2445	3	1048238
2446	4	1048242
2447	2	1048244
2448	2	1048246
2449	2	1048248
2450	3	1048251
2451	2	1048253
2452	2	1048255
2453	5	1048260
2454	1	1048261
2456	1	1048262
2457	1	1048263
2458	1	1048264
2459	2	1048266
2460	6	1048272
2461	1	1048273
2462	2	1048275
2463	2	1048277
2464	2	1048279
2465	4	1048283
2466	3	1048286
2467	4	1048290
2468	2	1048292
2469	1	1048293
2470	1	1048294
2471	3	1048297
2472	4	1048301
2473	3	1048304
2474	2	1048306
2475	3	1048309
2476	2	1048311
2479	1	1048312
2480	4	1048316
2481	4	1048320
2482	1	1048321
2483	3	1048324
2484	3	1048327
2485	1	1048328
2488	2	1048330
2489	3	1048333
2490	1	1048334
2491	3	1048337
2492	2	1048339
2494	1	1048340
2495	4	1048344
2497	1	1048345
2498	2	1048347
2499	7	1048354
2500	1	1048355
2501	1	1048356
2503	3	1048359
2505	2	1048361
2506	2	1048363
2507	3	1048366
2508	2	1048368
2510	1	1048369
2512	2	1048371
2513	1	1048372
2514	3	1048375
2515	2	1048377
2516	3	1048380
2517	1	1048381
2518	1	1048382
2520	1	1048383
2521	1	1048384
2522	1	1048385
2523	2	1048387
2524	4	1048391
2525	2	1048393
2526	2	1048395
2527	4	1048399
2528	2	1048401
2529	1	1048402
2530	1	1048403
2531	1	1048404
2532	1	1048405
2533	2	1048407
2534	1	1048408
2536	1	1048409
2537	5	1048414
2538	4	1048418
2539	2	1048420
2541	1	1048421
2542	1	1048422
2543	3	1048425
2544	2	1048427
2545	2	1048429
2546	1	1048430
2547	1	1048431
2549	2	1048433
2550	2	1048435
2552	1	1048436
2553	4	1048440
2554	2	1048442
2555	2	1048444
2556	2	1048446
2557	2	1048448
2558	2	1048450
2559	2	1048452
2560	1	1048453
2561	3	1048456
2562	2	1048458
2563	3	1048461
2564	2	1048463
2565	2	1048465
2566	1	1048466
2567	6	1048472
2568	2	1048474
2569	1	1048475
2570	1	1048476
2571	1	1048477
2573	3	1048480
2574	6	1048486
2575	5	1048491
2576	1	1048492
2577	3	1048495
2578	4	1048499
2579	4	1048503
2580	3	1048506
2582	1	1048507
2583	3	1048510
2584	3	1048513
2585	2	1048515
2587	1	1048516
2588	1	1048517
2589	5	1048522
2590	1	1048523
2591	2	1048525
2592	3	1048528
2593	3	1048531
2594	1	1048532
2595	1	1048533
2597	3	1048536
2598	1	1048537
2599	2	1048539
2600	3	1048542
2601	3	1048545
2602	3	1048548
2603	2	1048550
2604	1	1048551
2606	3	1048554
2607	1	1048555
2608	1	1048556
2609	1	1048557
2611	1	1048558
2612	1	1048559
2613	1	1048560
2614	1	1048561
2615	1	1048562
2616	2	1048564
2617	1	1048565
2618	1	1048566
2619	1	1048567
2620	2	1048569
2621	2	1048571
2623	1	1048572
2624	2	1048574
2626	5	1048579
2628	4	1048583
2629	2	1048585
2630	1	1048586
2631	4	1048590
2632	1	1048591
2633	1	1048592
2636	2	1048594
2637	2	1048596
2638	1	1048597
2639	1	1048598
2640	2	1048600
2641	2	1048602
2642	2	1048604
2643	3	1048607
2644	2	1048609
2646	2	1048611
2647	2	1048613
2648	2	1048615
2650	2	1048617
2651	4	1048621
2652	1	1048622
2654	1	1048623
2655	1	1048624
2657	2	1048626
2658	3	1048629
2659	3	1048632
2660	1	1048633
2661	1	1048634
2663	4	1048638
2664	4	1048642
2665	3	1048645
2666	1	1048646
2667	2	1048648
2668	4	1048652
2669	5	1048657
2670	1	1048658
2672	3	1048661
2674	2	1048663
2676	2	1048665
2677	7	1048672
2678	1	1048673
2679	1	1048674
2680	2	1048676
2682	2	1048678
2683	1	1048679
2685	2	1048681
2686	4	1048685
2687	1	1048686
2688	1	1048687
2689	1	1048688
2691	2	1048690
2692	1	1048691
2693	2	1048693
2694	1	1048694
2695	2	1048696
2696	1	1048697
2697	3	1048700
2698	2	1048702
2699	3	1048705
2700	1	1048706
2701	3	1048709
2702	2	1048711
2703	1	1048712
2704	5	1048717
2706	1	1048718
2708	1	1048719
2709	1	1048720
2710	3	1048723
2711	1	1048724
2712	2	1048726
2713	1	1048727
2714	2	1048729
2716	1	1048730
2717	3	1048733
2718	1	1048734
2719	2	1048736
2720	2	1048738
2721	5	1048743
2722	1	1048744
2723	2	1048746
2724	1	1048747
2725	1	1048748
2726	2	1048750
2727	2	1048752
2728	3	1048755
2729	1	1048756
2730	1	1048757
2731	2	1048759
2732	1	1048760
2734	3	1048763
2735	2	1048765
2736	2	1048767
2737	3	1048770
2739	1	1048771
2740	6	1048777
2741	2	1048779
2742	2	1048781
2743	2	1048783
2744	4	1048787
2746	2	1048789
2747	2	1048791
2748	1	1048792
2749	1	1048793
2751	4	1048797
2752	1	1048798
2753	2	1048800
2754	1	1048801
2755	1	1048802
2756	1	1048803
2757	4	1048807
2759	1	1048808
2760	1	1048809
2761	2	1048811
2762	2	1048813
2763	2	1048815
2764	2	1048817
2765	2	1048819
2766	4	1048823
2769	1	1048824
2772	1	1048825
2773	2	1048827
2777	4	1048831
2778	1	1048832
2779	2	1048834
2781	1	1048835
2782	1	1048836
2783	2	1048838
2784	3	1048841
2786	1	1048842
2787	2	1048844
2788	1	1048845
2789	3	1048848
2791	2	1048850
2792	2	1048852
2793	1	1048853
2794	2	1048855
2795	1	1048856
2796	1	1048857
2797	3	1048860
2798	3	1048863
2799	1	1048864
2800	3	1048867
2801	3	1048870
2803	4	1048874
2805	1	1048875
2806	2	1048877
2807	1	1048878
2808	1	1048879
2810	1	1048880
2811	1	1048881
2812	3	1048884
2813	3	1048887
2814	3	1048890
2815	1	1048891
2816	1	1048892
2817	3	1048895
2818	2	1048897
2819	2	1048899
2820	3	1048902
2821	1	1048903
2822	1	1048904
2823	2	1048906
2825	2	1048908
2826	1	1048909
2827	4	1048913
2828	2	1048915
2830	3	1048918
2831	1	1048919
2832	1	1048920
2833	2	1048922
2834	2	1048924
2835	2	1048926
2836	2	1048928
2837	2	1048930
2838	1	1048931
2839	1	1048932
2841	2	1048934
2842	2	1048936
2846	1	1048937
2847	1	1048938
2849	1	1048939
2850	3	1048942
2851	1	1048943
2852	1	1048944
2853	2	1048946
2854	4	1048950
2855	3	1048953
2856	1	1048954
2857	1	1048955
2862	2	1048957
2864	2	1048959
2865	1	1048960
2866	4	1048964
2867	1	1048965
2868	5	1048970
2869	2	1048972
2870	2	1048974
2871	2	1048976
2872	2	1048978
2873	2	1048980
2875	1	1048981
2876	3	1048984
2877	3	1048987
2881	3	1048990
2882	2	1048992
2883	2	1048994
2884	1	1048995
2885	2	1048997
2886	2	1048999
2887	1	1049000
2888	1	1049001
2889	2	1049003
2891	1	1049004
2892	1	1049005
2895	1	1049006
2896	1	1049007
2897	1	1049008
2898	2	1049010
2899	1	1049011
2901	1	1049012
2903	3	1049015
2904	2	1049017
2905	1	1049018
2906	3	1049021
2907	1	1049022
2908	2	1049024
2909	2	1049026
2910	1	1049027
2911	1	1049028
2912	1	1049029
2914	1	1049030
2915	1	1049031
2917	1	1049032
2919	2	1049034
2920	5	1049039
2921	2	1049041
2922	1	1049042
2923	2	1049044
2924	4	1049048
2927	2	1049050
2928	2	1049052
2929	1	1049053
2931	1	1049054
2932	1	1049055
2934	2	1049057
2936	1	1049058
2937	2	1049060
2938	4	1049064
2939	1	1049065
2942	1	1049066
2944	3	1049069
2945	1	1049070
2946	1	1049071
2948	1	1049072
2949	1	1049073
2950	2	1049075
2951	2	1049077
2952	1	1049078
2953	2	1049080
2956	1	1049081
2957	2	1049083
2958	5	1049088
2959	3	1049091
2960	3	1049094
2961	1	1049095
2962	2	1049097
2963	1	1049098
2964	3	1049101
2965	2	1049103
2966	1	1049104
2967	4	1049108
2968	3	1049111
2969	1	1049112
2970	1	1049113
2971	1	1049114
2973	2	1049116
2977	3	1049119
2978	2	1049121
2979	3	1049124
2980	3	1049127
2981	1	1049128
2982	2	1049130
2983	3	1049133
2984	1	1049134
2985	1	1049135
2987	1	1049136
2988	2	1049138
2989	2	1049140
2990	1	1049141
2991	3	1049144
2992	2	1049146
2993	1	1049147
2994	1	1049148
2995	1	1049149
2996	2	1049151
2997	2	1049153
2998	2	1049155
2999	1	1049156
3000	1	1049157
3002	1	1049158
3003	1	1049159
3004	4	1049163
3006	2	1049165
3008	2	1049167
3009	1	1049168
3010	4	1049172
3014	1	1049173
3015	1	1049174
3017	2	1049176
3018	3	1049179
3019	2	1049181
3020	1	1049182
3021	2	1049184
3022	1	1049185
3023	2	1049187
3025	1	1049188
3027	2	1049190
3028	2	1049192
3029	2	1049194
3030	1	1049195
3038	1	1049196
3041	1	1049197
3043	2	1049199
3044	2	1049201
3046	1	1049202
3047	2	1049204
3048	1	1049205
3049	1	1049206
3050	1	1049207
3051	2	1049209
3054	4	1049213
3055	1	1049214
3058	2	1049216
3059	1	1049217
3060	1	1049218
3061	1	1049219
3064	1	1049220
3066	1	1049221
3067	2	1049223
3069	1	1049224
3070	4	1049228
3071	1	1049229
3072	3	1049232
3073	5	1049237
3074	1	1049238
3075	1	1049239
3076	1	1049240
3077	1	1049241
3078	1	1049242
3080	2	1049244
3081	2	1049246
3082	3	1049249
3083	2	1049251
3084	1	1049252
3086	1	1049253
3087	1	1049254
3090	2	1049256
3091	2	1049258
3093	3	1049261
3094	1	1049262
3095	2	1049264
3096	1	1049265
3097	1	1049266
3098	1	1049267
3099	2	1049269
3102	2	1049271
3103	1	1049272
3108	2	1049274
3109	1	1049275
3110	2	1049277
3111	2	1049279
3112	1	1049280
3113	1	1049281
3114	3	1049284
3118	2	1049286
3120	1	1049287
3121	1	1049288
3122	2	1049290
3124	1	1049291
3126	5	1049296
3127	1	1049297
3128	2	1049299
3131	3	1049302
3133	2	1049304
3134	4	1049308
3135	1	1049309
3136	3	1049312
3137	1	1049313
3138	2	1049315
3139	3	1049318
3141	3	1049321
3142	1	1049322
3143	2	1049324
3145	1	1049325
3147	2	1049327
3148	3	1049330
3151	1	1049331
3153	3	1049334
3154	1	1049335
3155	3	1049338
3156	2	1049340
3157	3	1049343
3158	1	1049344
3160	1	1049345
3162	1	1049346
3163	1	1049347
3165	1	1049348
3166	1	1049349
3167	1	1049350
3168	1	1049351
3169	2	1049353
3171	1	1049354
3174	1	1049355
3175	4	1049359
3177	1	1049360
3179	1	1049361
3182	1	1049362
3184	1	1049363
3186	3	1049366
3188	3	1049369
3190	1	1049370
3191	1	1049371
3192	1	1049372
3193	1	1049373
3194	1	1049374
3196	1	1049375
3199	2	1049377
3201	2	1049379
3203	1	1049380
3204	2	1049382
3205	2	1049384
3206	1	1049385
3207	1	1049386
3208	3	1049389
3209	1	1049390
3210	4	1049394
3211	1	1049395
3214	1	1049396
3215	1	1049397
3217	1	1049398
3218	2	1049400
3219	1	1049401
3220	1	1049402
3221	1	1049403
3224	1	1049404
3225	1	1049405
3226	2	1049407
3227	1	1049408
3230	1	1049409
3231	2	1049411
3232	1	1049412
3233	2	1049414
3234	2	1049416
3235	1	1049417
3236	2	1049419
3237	2	1049421
3238	3	1049424
3242	2	1049426
3244	1	1049427
3245	3	1049430
3246	1	1049431
3248	1	1049432
3249	2	1049434
3250	1	1049435
3251	2	1049437
3252	1	1049438
3253	2	1049440
3254	1	1049441
3255	2	1049443
3256	1	1049444
3258	1	1049445
3260	2	1049447
3264	2	1049449
3265	1	1049450
3266	3	1049453
3267	4	1049457
3268	1	1049458
3270	2	1049460
3272	1	1049461
3273	1	1049462
3274	3	1049465
3276	1	1049466
3278	2	1049468
3281	1	1049469
3283	3	1049472
3284	1	1049473
3286	3	1049476
3288	1	1049477
3289	1	1049478
3290	2	1049480
3291	1	1049481
3292	1	1049482
3293	1	1049483
3294	1	1049484
3295	1	1049485
3296	1	1049486
3298	1	1049487
3299	1	1049488
3301	1	1049489
3302	1	1049490
3303	1	1049491
3304	1	1049492
3307	2	1049494
3310	2	1049496
3313	2	1049498
3314	2	1049500
3315	2	1049502
3316	4	1049506
3317	2	1049508
3318	1	1049509
3319	2	1049511
3320	1	1049512
3321	1	1049513
3322	1	1049514
3325	1	1049515
3328	2	1049517
3329	1	1049518
3331	1	1049519
3332	2	1049521
3333	2	1049523
3334	2	1049525
3336	1	1049526
3337	2	1049528
3338	1	1049529
3339	1	1049530
3340	2	1049532
3342	3	1049535
3343	1	1049536
3344	2	1049538
3345	1	1049539
3348	1	1049540
3349	2	1049542
3352	1	1049543
3353	1	1049544
3355	1	1049545
3357	2	1049547
3358	3	1049550
3360	2	1049552
3361	2	1049554
3364	3	1049557
3366	2	1049559
3367	1	1049560
3368	1	1049561
3369	2	1049563
3371	1	1049564
3372	3	1049567
3373	1	1049568
3374	2	1049570
3376	1	1049571
3377	3	1049574
3378	1	1049575
3379	2	1049577
3380	2	1049579
3381	1	1049580
3382	1	1049581
3385	1	1049582
3387	1	1049583
3389	1	1049584
3391	1	1049585
3392	1	1049586
3393	1	1049587
3395	1	1049588
3397	2	1049590
3399	1	1049591
3402	1	1049592
3403	1	1049593
3404	1	1049594
3407	2	1049596
3408	1	1049597
3409	1	1049598
3410	2	1049600
3411	1	1049601
3412	1	1049602
3415	1	1049603
3416	2	1049605
3419	1	1049606
3421	2	1049608
3426	1	1049609
3427	1	1049610
3428	2	1049612
3431	1	1049613
3432	1	1049614
3433	2	1049616
3434	1	1049617
3435	1	1049618
3436	1	1049619
3438	1	1049620
3439	1	1049621
3440	1	1049622
3442	2	1049624
3443	2	1049626
3444	1	1049627
3445	1	1049628
3447	3	1049631
3450	1	1049632
3453	1	1049633
3455	1	1049634
3457	1	1049635
3461	2	1049637
3462	1	1049638
3463	1	1049639
3464	1	1049640
3465	2	1049642
3466	1	1049643
3467	1	1049644
3468	1	1049645
3471	1	1049646
3476	4	1049650
3477	1	1049651
3481	2	1049653
3482	1	1049654
3484	3	1049657
3485	3	1049660
3486	1	1049661
3487	1	1049662
3488	2	1049664
3489	2	1049666
3491	2	1049668
3492	1	1049669
3493	1	1049670
3497	2	1049672
3498	1	1049673
3500	1	1049674
3501	1	1049675
3503	3	1049678
3504	1	1049679
3505	2	1049681
3506	1	1049682
3507	1	1049683
3510	3	1049686
3511	1	1049687
3513	1	1049688
3514	1	1049689
3515	1	1049690
3517	1	1049691
3518	2	1049693
3520	1	1049694
3522	1	1049695
3525	2	1049697
3526	1	1049698
3529	1	1049699
3530	1	1049700
3531	3	1049703
3533	3	1049706
3534	2	1049708
3535	1	1049709
3536	4	1049713
3538	1	1049714
3540	1	1049715
3541	1	1049716
3542	1	1049717
3544	2	1049719
3547	2	1049721
3549	1	1049722
3550	1	1049723
3551	1	1049724
3552	1	1049725
